"CNPJ";"MATRIZ";"NOME";"SITUAÇÃO CADASTRAL";"DATA SITUAÇÃO CADASTRAL";"NOME FANTASIA";"DATA DE INÍCIO DE ATIVIDADE";"CNAE PRINCIPAL";"CNAE SECUNDÁRIO";"ENDERECO";"BAIRRO";"CEP";"UF";"CÓDIGO MUNICÍPIO";"TELEFONE1";"TELEFONE2";"FAX";"EMAIL"
"06369602000105";"1";"CONDOMINIO FAZENDA TAQUARAL";"02";"23/03/2004";"";"23/03/2004";"8112500";"";"RUA AFRANIO PEIXOTO 855 ";"PARQUE TAQUARAL";"13087070";"SP";"6291";"019 32121765";" ";"019 32348957";""
